10,4000,3909,1
9,8001,23538,3
8,4000,3912,1
7,4000,7809,2
2,4000,11746,3
1,4000,11714,3
3,12001,35312,3
4,4000,11767,3
5,4000,3918,1
6,8001,15687,2
