10,4000,3840,1
9,8001,23342,3
8,4000,3824,1
7,4000,7829,2
2,4000,11751,3
1,4000,11757,3
3,12001,35215,3
4,4000,11647,3
5,4000,3917,1
6,8001,15647,2
