10,4000,3936,1
9,8001,23622,3
8,4000,3920,1
7,4000,7855,2
2,4000,11772,3
1,4000,11764,3
3,12001,35438,3
4,4000,11838,3
5,4000,3951,1
6,8001,15694,2
