10,4000,3794,1
9,8001,23115,3
8,4000,3809,1
7,4000,7681,2
2,4000,11534,3
1,4000,11535,3
3,12001,34565,3
4,4000,11528,3
5,4000,3881,1
6,8001,15228,2
