10,4000,3830,1
9,8001,22979,3
8,4000,3856,1
7,4000,7683,2
2,4000,11545,3
1,4000,11561,3
3,12001,34497,3
4,4000,11558,3
5,4000,3827,1
6,8001,15356,2
