10,4000,3677,1
9,8001,22685,3
8,4000,3701,1
7,4000,7650,2
2,4000,11520,3
1,4000,11488,3
3,12001,34492,3
4,4000,11368,3
5,4000,3824,1
6,8001,15325,2
