10,4000,3960,1
9,8001,23748,3
8,4000,3921,1
7,4000,7944,2
2,4000,11915,3
1,4000,11907,3
3,12001,35715,3
4,4000,11884,3
5,4000,3966,1
6,8001,15869,2
