10,4000,3974,1
9,8001,23809,3
8,4000,3967,1
7,4000,7930,2
2,4000,11909,3
1,4000,11865,3
3,12001,35723,3
4,4000,11917,3
5,4000,3966,1
6,8001,15879,2
