10,4000,3632,1
9,8001,22312,3
8,4000,3588,1
7,4000,7383,2
2,4000,10977,3
1,4000,10931,3
3,12001,33148,3
4,4000,11121,3
5,4000,3771,1
6,8001,14431,2
